id,time,cost,period_start,period_end,cost_per_hour,cost_so_far,service,description,invoice_id,project_id,notes,filter,balance,machineType,compute_server_id,diskSizeGb
110986,2025-01-30T23:54:00.165Z,0.001,2025-01-30T23:54:00.165Z,2025-01-31T00:02:16.559Z,0.005342466,,compute-server,"{'type': 'compute-server', 'state': 'off', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7174}",,3b6964ea-f52e-446c-87d5-eb10f22d47b2,,"{""id"":110986,""time"":""2025-01-30t23:54:00.165z"",""cost"":0.001,""period_start"":""2025-01-30t23:54:00.165z"",""period_end"":""2025-01-31t00:02:16.559z"",""cost_per_hour"":0.005342466,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""off"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7174},""invoice_id"":null,""project_id"":""3b6964ea-f52e-446c-87d5-eb10f22d47b2"",""notes"":null}",-14.0354626235,e2-standard-32,7174,75
110984,2025-01-30T23:53:14.251Z,0.004567831,2025-01-30T23:53:14.251Z,2025-01-30T23:54:15.703Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7190}",,8e6c04ec-ed35-462a-bbbc-7de31c72ac86,,"{""id"":110984,""time"":""2025-01-30t23:53:14.251z"",""cost"":0.004567831,""period_start"":""2025-01-30t23:53:14.251z"",""period_end"":""2025-01-30t23:54:15.703z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7190},""invoice_id"":null,""project_id"":""8e6c04ec-ed35-462a-bbbc-7de31c72ac86"",""notes"":null}",-14.0344626235,e2-standard-32,7190,75
110982,2025-01-30T23:53:14.146Z,0.0045735543,2025-01-30T23:53:14.146Z,2025-01-30T23:54:15.675Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7192}",,f6ba4a5f-9295-45f2-b933-f8d369ed0246,,"{""id"":110982,""time"":""2025-01-30t23:53:14.146z"",""cost"":0.0045735543,""period_start"":""2025-01-30t23:53:14.146z"",""period_end"":""2025-01-30t23:54:15.675z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7192},""invoice_id"":null,""project_id"":""f6ba4a5f-9295-45f2-b933-f8d369ed0246"",""notes"":null}",-14.0298947925,e2-standard-32,7192,75
110980,2025-01-30T23:53:13.978Z,0.0044599012,2025-01-30T23:53:13.978Z,2025-01-30T23:53:44.840Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7198}",,555fd760-9530-4f11-8af1-efb32669c5e4,,"{""id"":110980,""time"":""2025-01-30t23:53:13.978z"",""cost"":0.0044599012,""period_start"":""2025-01-30t23:53:13.978z"",""period_end"":""2025-01-30t23:53:44.840z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7198},""invoice_id"":null,""project_id"":""555fd760-9530-4f11-8af1-efb32669c5e4"",""notes"":null}",-14.0253212382,e2-standard-32,7198,75
110978,2025-01-30T23:53:13.879Z,0.0044599012,2025-01-30T23:53:13.878Z,2025-01-30T23:53:44.832Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7193}",,f3ce9277-6bd5-486f-be64-08fa087b18b9,,"{""id"":110978,""time"":""2025-01-30t23:53:13.879z"",""cost"":0.0044599012,""period_start"":""2025-01-30t23:53:13.878z"",""period_end"":""2025-01-30t23:53:44.832z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7193},""invoice_id"":null,""project_id"":""f3ce9277-6bd5-486f-be64-08fa087b18b9"",""notes"":null}",-14.020861337,e2-standard-32,7193,75
110976,2025-01-30T23:53:13.782Z,0.0044599012,2025-01-30T23:53:13.782Z,2025-01-30T23:53:44.849Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7199}",,b35b082b-a3c3-408b-948e-58a868779e1c,,"{""id"":110976,""time"":""2025-01-30t23:53:13.782z"",""cost"":0.0044599012,""period_start"":""2025-01-30t23:53:13.782z"",""period_end"":""2025-01-30t23:53:44.849z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7199},""invoice_id"":null,""project_id"":""b35b082b-a3c3-408b-948e-58a868779e1c"",""notes"":null}",-14.0164014358,e2-standard-32,7199,75
110974,2025-01-30T23:53:13.702Z,0.0046075983,2025-01-30T23:53:13.702Z,2025-01-30T23:54:15.689Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7197}",,a7e23582-eef2-4b26-a9f2-00d6e9e2737b,,"{""id"":110974,""time"":""2025-01-30t23:53:13.702z"",""cost"":0.0046075983,""period_start"":""2025-01-30t23:53:13.702z"",""period_end"":""2025-01-30t23:54:15.689z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7197},""invoice_id"":null,""project_id"":""a7e23582-eef2-4b26-a9f2-00d6e9e2737b"",""notes"":null}",-14.0119415346,e2-standard-32,7197,75
110972,2025-01-30T23:53:13.674Z,0.0046073752,2025-01-30T23:53:13.673Z,2025-01-30T23:54:15.657Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7183}",,f69fc901-0355-45db-8b63-ccfd45de7098,,"{""id"":110972,""time"":""2025-01-30t23:53:13.674z"",""cost"":0.0046073752,""period_start"":""2025-01-30t23:53:13.673z"",""period_end"":""2025-01-30t23:54:15.657z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7183},""invoice_id"":null,""project_id"":""f69fc901-0355-45db-8b63-ccfd45de7098"",""notes"":null}",-14.0073339363,e2-standard-32,7183,75
110970,2025-01-30T23:53:13.489Z,0.0046217954,2025-01-30T23:53:13.488Z,2025-01-30T23:54:15.666Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7195}",,8b4ffd18-bb23-4915-a5b5-e36d4c1735b9,,"{""id"":110970,""time"":""2025-01-30t23:53:13.489z"",""cost"":0.0046217954,""period_start"":""2025-01-30t23:53:13.488z"",""period_end"":""2025-01-30t23:54:15.666z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7195},""invoice_id"":null,""project_id"":""8b4ffd18-bb23-4915-a5b5-e36d4c1735b9"",""notes"":null}",-14.0027125611,e2-standard-32,7195,75
110968,2025-01-30T23:53:13.385Z,0.004628114,2025-01-30T23:53:13.385Z,2025-01-30T23:54:15.648Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7176}",,7cc205d7-4d68-4202-827c-0d03275ac596,,"{""id"":110968,""time"":""2025-01-30t23:53:13.385z"",""cost"":0.004628114,""period_start"":""2025-01-30t23:53:13.385z"",""period_end"":""2025-01-30t23:54:15.648z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7176},""invoice_id"":null,""project_id"":""7cc205d7-4d68-4202-827c-0d03275ac596"",""notes"":null}",-13.9980347657,e2-standard-32,7176,75
110966,2025-01-30T23:53:13.257Z,0.0046370337,2025-01-30T23:53:13.257Z,2025-01-30T23:54:15.640Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7188}",,894b6a7a-d98c-4b1a-8bf3-1b9377cdf0a5,,"{""id"":110966,""time"":""2025-01-30t23:53:13.257z"",""cost"":0.0046370337,""period_start"":""2025-01-30t23:53:13.257z"",""period_end"":""2025-01-30t23:54:15.640z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7188},""invoice_id"":null,""project_id"":""894b6a7a-d98c-4b1a-8bf3-1b9377cdf0a5"",""notes"":null}",-13.9934066517,e2-standard-32,7188,75
110964,2025-01-30T23:53:13.204Z,0.0046406016,2025-01-30T23:53:13.200Z,2025-01-30T23:54:15.631Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7187}",,9f166a44-3293-4cfb-865a-01a5eebecca5,,"{""id"":110964,""time"":""2025-01-30t23:53:13.204z"",""cost"":0.0046406016,""period_start"":""2025-01-30t23:53:13.200z"",""period_end"":""2025-01-30t23:54:15.631z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7187},""invoice_id"":null,""project_id"":""9f166a44-3293-4cfb-865a-01a5eebecca5"",""notes"":null}",-13.988769618,e2-standard-32,7187,75
110962,2025-01-30T23:53:13.170Z,0.00707095,2025-01-30T23:53:13.170Z,2025-01-30T23:54:48.297Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7180}",,2224b8c9-88b9-4bd9-8928-8df052898973,,"{""id"":110962,""time"":""2025-01-30t23:53:13.170z"",""cost"":0.00707095,""period_start"":""2025-01-30t23:53:13.170z"",""period_end"":""2025-01-30t23:54:48.297z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7180},""invoice_id"":null,""project_id"":""2224b8c9-88b9-4bd9-8928-8df052898973"",""notes"":null}",-13.9841290164,e2-standard-32,7180,75
110960,2025-01-30T23:53:13.080Z,0.0046481835,2025-01-30T23:53:13.080Z,2025-01-30T23:54:15.613Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7173}",,2785ee12-5041-4186-9a51-f5eae67d9e61,,"{""id"":110960,""time"":""2025-01-30t23:53:13.080z"",""cost"":0.0046481835,""period_start"":""2025-01-30t23:53:13.080z"",""period_end"":""2025-01-30t23:54:15.613z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7173},""invoice_id"":null,""project_id"":""2785ee12-5041-4186-9a51-f5eae67d9e61"",""notes"":null}",-13.9770580664,e2-standard-32,7173,75
110958,2025-01-30T23:53:13.003Z,0.0044599012,2025-01-30T23:53:13.001Z,2025-01-30T23:53:44.823Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7189}",,0bbef53a-9e4f-4033-aca0-1b132d78f51a,,"{""id"":110958,""time"":""2025-01-30t23:53:13.003z"",""cost"":0.0044599012,""period_start"":""2025-01-30t23:53:13.001z"",""period_end"":""2025-01-30t23:53:44.823z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7189},""invoice_id"":null,""project_id"":""0bbef53a-9e4f-4033-aca0-1b132d78f51a"",""notes"":null}",-13.9724098829,e2-standard-32,7189,75
110956,2025-01-30T23:53:12.878Z,0.004664908,2025-01-30T23:53:12.865Z,2025-01-30T23:54:15.623Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7181}",,0418f82f-0a4b-4ed1-9e98-f3cf08846603,,"{""id"":110956,""time"":""2025-01-30t23:53:12.878z"",""cost"":0.004664908,""period_start"":""2025-01-30t23:53:12.865z"",""period_end"":""2025-01-30t23:54:15.623z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7181},""invoice_id"":null,""project_id"":""0418f82f-0a4b-4ed1-9e98-f3cf08846603"",""notes"":null}",-13.9679499817,e2-standard-32,7181,75
110954,2025-01-30T23:53:12.556Z,0.004686167,2025-01-30T23:53:12.555Z,2025-01-30T23:54:15.599Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7178}",,75386df1-44db-4b3f-a21a-46faa6def380,,"{""id"":110954,""time"":""2025-01-30t23:53:12.556z"",""cost"":0.004686167,""period_start"":""2025-01-30t23:53:12.555z"",""period_end"":""2025-01-30t23:54:15.599z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7178},""invoice_id"":null,""project_id"":""75386df1-44db-4b3f-a21a-46faa6def380"",""notes"":null}",-13.9632850737,e2-standard-32,7178,75
110952,2025-01-30T23:53:12.417Z,0.0046957554,2025-01-30T23:53:12.417Z,2025-01-30T23:54:15.590Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7200}",,2938a9ac-e1ea-4919-83a6-6dfd0f39109f,,"{""id"":110952,""time"":""2025-01-30t23:53:12.417z"",""cost"":0.0046957554,""period_start"":""2025-01-30t23:53:12.417z"",""period_end"":""2025-01-30t23:54:15.590z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7200},""invoice_id"":null,""project_id"":""2938a9ac-e1ea-4919-83a6-6dfd0f39109f"",""notes"":null}",-13.9585989067,e2-standard-32,7200,75
110950,2025-01-30T23:53:12.375Z,0.0046974653,2025-01-30T23:53:12.375Z,2025-01-30T23:54:15.571Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7179}",,40c3c5cf-dc6e-4545-9e84-0d59c486f90d,,"{""id"":110950,""time"":""2025-01-30t23:53:12.375z"",""cost"":0.0046974653,""period_start"":""2025-01-30t23:53:12.375z"",""period_end"":""2025-01-30t23:54:15.571z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7179},""invoice_id"":null,""project_id"":""40c3c5cf-dc6e-4545-9e84-0d59c486f90d"",""notes"":null}",-13.9539031513,e2-standard-32,7179,75
110948,2025-01-30T23:53:12.318Z,0.0047008847,2025-01-30T23:53:12.318Z,2025-01-30T23:54:15.560Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7184}",,19b6c206-827f-4096-9b64-8a9baf4ecc0e,,"{""id"":110948,""time"":""2025-01-30t23:53:12.318z"",""cost"":0.0047008847,""period_start"":""2025-01-30t23:53:12.318z"",""period_end"":""2025-01-30t23:54:15.560z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7184},""invoice_id"":null,""project_id"":""19b6c206-827f-4096-9b64-8a9baf4ecc0e"",""notes"":null}",-13.949205686,e2-standard-32,7184,75
110946,2025-01-30T23:53:12.268Z,0.0047060875,2025-01-30T23:53:12.268Z,2025-01-30T23:54:15.580Z,0.26759407,,compute-server,"{'type': 'compute-server', 'state': 'running', 'configuration': {'spot': True, 'zone': 'us-east5-a', 'cloud': 'google-cloud', 'image': 'python', 'region': 'us-east5', 'diskType': 'pd-standard', 'diskSizeGb': 75, 'externalIp': True, 'machineType': 'e2-standard-32', 'excludeFromSync': ['scratch'], 'allowCollaboratorControl': True}, 'compute_server_id': 7185}",,9a7bc766-6e0b-41da-9b0d-3528feebe570,,"{""id"":110946,""time"":""2025-01-30t23:53:12.268z"",""cost"":0.0047060875,""period_start"":""2025-01-30t23:53:12.268z"",""period_end"":""2025-01-30t23:54:15.580z"",""cost_per_hour"":0.26759407,""cost_so_far"":null,""service"":""compute-server"",""description"":{""type"":""compute-server"",""state"":""running"",""configuration"":{""spot"":true,""zone"":""us-east5-a"",""cloud"":""google-cloud"",""image"":""python"",""region"":""us-east5"",""disktype"":""pd-standard"",""disksizegb"":75,""externalip"":true,""machinetype"":""e2-standard-32"",""excludefromsync"":[""scratch""],""allowcollaboratorcontrol"":true},""compute_server_id"":7185},""invoice_id"":null,""project_id"":""9a7bc766-6e0b-41da-9b0d-3528feebe570"",""notes"":null}",-13.9445048013,e2-standard-32,7185,75
